Tweets,Sentiment Score,Clasifier,Result
"all you need to know about islam leaving the faith is punishable by death religion of intolerance intimidation  conquest tcot 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",0.552087174,pos,Negative
"allah  quran islam is terrorism quran is word of muhammad not minepseudo-liberal  dont be islamophobe  you intolerant bigot 
 ; nan",,,
allah is most merciful and does not demand the impossible  so it follows that obligatory acts of islam cannot be a burden,0.323510263,neg,Positive
allah plz accept me for spreading islam and guide me i trust u and ur decisions and plz save me from pediatrics examination,,,
"allah will cover up on the day of resurrection the defects faults of the one who covers up the faults of others in this world muslim 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid 
 ; Dear ALLAH I need you Everyday Every Moment Every Second that I Breath I need you Im not Strong enough on my Own GZBest HalaMadrid",0.982501732,bad,Positive
allahu akbarits not how you started but how you endmay allah grant her aljanna firdaus,,,
almaidaverse8 lisacim danicim because it was close to her core values like you would react if anyone generalized islam i understand that you dont like that they dont,0.398469676,neg,Positive
also the language the islamist who brutalized nirbhaya was juvenile but this blasphemer is a teenager,,,
"am starting to think this racist thugs mum might have done bender with pakistani bloke and hes recently found out let it out am here 
 ; I like BANANAS",0.705730798,neg,Negative
amazing disturbing uplifting piece about a doctor of muslim faith saving lives amp changing minds in rural mn,,,
amazingly well organized and well attended calgarystampede breakfast hosted by yyc ismaili muslim community,0.991242732,pos,Negative
amberx994874 johnstrong161 mailonline is there such a thing as a muslim psychologist a psychologist would have the sense not to be a muslim,,,
amdwaters mailonline anti-antisemitism or anti-white is fine with the globalist uk government   but say an anti-islam word amp police will threaten  arrest you,0.576049809,neg,Positive
amdwaters uk gov gave this shia imam asylum given 10 yr sentence after fleeing kuwait sums up everything wrong w islam,,,
"amen 
 ;      
 ;      
 ;     ",0.988827818,neg,Negative
ameralnaemi believe me i am seems like you only watch aj chanel i thank god for mbz everyday who kept  in name of islam in their holes,,,
ameralnaemi give me one name of none muslim that your friends mb or isis killed in name of islam other than muslims,0.619933831,pos,Negative
ameralnaemi he hate the so called terrosim islam that kills only muslim that your country supports,,,
america is coward to announce that this war is war against islam bcz they know if the announced it  muslims will wake uo from sleep 12,0.9965701,neg,Negative
americafirst_x bentley175 niklentz melissacevans33 realdonaldtrump in our america we are free to be atheists christian jewish muslim etc all religion or none is all good there is no national religion,,,
americafirst_x schwartz6419 bentley175 niklentz melissacevans33 realdonaldtrump but its okay for people like you to speak about islam yeah whatever,0.878544616,neg,Negative
"american muslim activist says jihad on trump will please allah 
 ; nan",,,
american muslim activist says jihad on trump will please allah  the type of racist muslim we dont need in usa,0.127792896,neg,Positive
american muslim activist says jihad on trump will please allah  u will only obey the usa laws and rules idiot,,,
american muslim leader caught commemorating hamas amp calling jews pigs in arabic while saying the opposite in english,0.633599015,neg,Positive
american pakistani muslim rapper and activist gibran malik  nyctalking,,,
americans are unaware of the fact that over two hundred years ago the united states had declared war on islam,0.975126139,neg,Negative
"americans outraged over timing amp destination of obamas latest vacation in indonesia - is obama christian or muslim 
 ; Following or RT does not mean agreement No lists or I will block",,,
amflomotion adeyanjudeji islam was smuggled into the constitution by the military see sections 10 and 38of the 1999 constitution,0.146781937,pos,Negative
amid mob lynchings this muslim man from gujarat will fast for cow protection,,,
amitgorai808973 purbachatterje3 sanjay967985768 rajnathsingh is it victory of narendramodi that a muslim indian raping a dogits perverted mentality amp whos tweeting it too,0.837913864,neg,Negative
amitysix careful with immigration the standards start high but before you know your neck deep in immigrants whore hardly fluent in their own tongue,,,
"amymek gonzo_555 potus seeing these films lets us know why you never see women out in public in muslim countries islamistheproblem 
 ; nan",0.120744106,neg,Positive
amymek hey meekel muslim hordes at your doors watcha ya gonna do watcha gonna do theyre coming for you not a ting not a ting not ready like jews,,,
"amymek islam will come to all of westmuslim women marry early as young as 17 so that we can have many kidswestern women barely have 1 kid 
 ; HINDUInterested in News social issues and PoliticsDont follow me blindlyRTs are not endorsements",0.899959902,pos,Negative
amymek muslims r allowed to marry non muslims provided they comvert them to islamalsowe marry women early so that they can have 4-5 kids,,,
amymek the fed govt issues duck stamps to duck huntersplease start issuing muslim stamps so we can all hunt and kill muslims,0.912413486,neg,Negative
an alternate headline could be india is paying for modis crude hindu mobilisation,,,
an anti-muslim riot in a bjp-ruled state more violent than baduria - relegated to a 4 inch column,0.494011976,neg,Positive
"an atheist muslim on what the left and right get wrong about islam 
 ; Balance SeekerPreservation AdvocateFeministTea DrinkerKnowledge AccumulatorContext Lover Museum Worker 
 ; Balance SeekerPreservation AdvocateFeministTea DrinkerKnowledge AccumulatorContext Lover Museum Worker 
 ; Balance SeekerPreservation AdvocateFeministTea DrinkerKnowledge AccumulatorContext Lover Museum Worker",,,
an elder statesman and muslim leader in rivers state alhaji abubakar orlu has advised the president muhammadu,0.343137255,neg,Positive
an enlightening interview with ali rizvi author of the atheist muslim,,,
an honour to participate in ahmadiyya true islam discoverislamweek in kirkcaldy scotland team on their way back this sundaymorning,0.335413441,neg,Positive
anal clip sex teen muslim old women girls xxx photos,,,
analysingyou bbcnewsasia if indian army wud hv done thathow is it possible indian kashmir now has100 muslim populationwhen kashmir amp gilgit were hindu kingdoms,0.20909927,neg,Positive
ananavarro hoping drump doesnt do something crazy like deport a famous muslim immigrant or drop a bomb on koreawalls are closing in-on him amp his crew,,,
and another raping muslim,0.694604454,neg,Negative
"and if they become majority you will simply have to exit the street location state or country you are in 
 ;  ",,,
"and our terrorist caliphs beheaded double that amount when spreading islam by the sword from arabia to europe to africa 
 ; nan",0.991590299,pos,Negative
and pushed his way to cuba they didnt put out the red carpet for him hes such a nobody so happy to forget him president,,,
and thats not something many muslim men most of whom live in conservative societies seem 2 understand wellour muslim religious leaders,0.325501166,neg,Positive
and the nhs,,,
and wb police administering social media,0.931679843,neg,Negative
andreakuszewski realdonaldtrump oh you mean at his own golf courses that he owns and entertains world leaders oh okaydjt is far from this ng islamic closet muslim,,,
andyg1269 st0prapegangs cpsuk yes i knowbut not so sure its the rich as they mostly use muslim lawyersi wonder if theres a fund for them or the mosques pay,0.313410223,neg,Positive
angel__stella itzmevictoria fenbeagle arthurcarling utterances01 1bowman5 challengeitnow nicestitch nickser1972 phil0bed0 i dont have an anti-muslim agenda,,,
